map_id,map_name,unused
0,PALLET_TOWN,false
1,VIRIDIAN_CITY,false
2,PEWTER_CITY,false
3,CERULEAN_CITY,false
4,LAVENDER_TOWN,false
5,VERMILION_CITY,false
6,CELADON_CITY,false
7,FUCHSIA_CITY,false
8,CINNABAR_ISLAND,false
9,INDIGO_PLATEAU,false
10,SAFFRON_CITY,false
11,UNUSED_MAP_0B,true
12,ROUTE_1,false
13,ROUTE_2,false
14,ROUTE_3,false
15,ROUTE_4,false
16,ROUTE_5,false
17,ROUTE_6,false
18,ROUTE_7,false
19,ROUTE_8,false
20,ROUTE_9,false
21,ROUTE_10,false
22,ROUTE_11,false
23,ROUTE_12,false
24,ROUTE_13,false
25,ROUTE_14,false
26,ROUTE_15,false
27,ROUTE_16,false
28,ROUTE_17,false
29,ROUTE_18,false
30,ROUTE_19,false
31,ROUTE_20,false
32,ROUTE_21,false
33,ROUTE_22,false
34,ROUTE_23,false
35,ROUTE_24,false
36,ROUTE_25,false
37,REDS_HOUSE_1F,false
38,REDS_HOUSE_2F,false
39,BLUES_HOUSE,false
40,OAKS_LAB,false
41,VIRIDIAN_POKECENTER,false
42,VIRIDIAN_MART,false
43,VIRIDIAN_SCHOOL_HOUSE,false
44,VIRIDIAN_NICKNAME_HOUSE,false
45,VIRIDIAN_GYM,false
46,DIGLETTS_CAVE_ROUTE_2,false
47,VIRIDIAN_FOREST_NORTH_GATE,false
48,ROUTE_2_TRADE_HOUSE,false
49,ROUTE_2_GATE,false
50,VIRIDIAN_FOREST_SOUTH_GATE,false
51,VIRIDIAN_FOREST,false
52,MUSEUM_1F,false
53,MUSEUM_2F,false
54,PEWTER_GYM,false
55,PEWTER_NIDORAN_HOUSE,false
56,PEWTER_MART,false
57,PEWTER_SPEECH_HOUSE,false
58,PEWTER_POKECENTER,false
59,MT_MOON_1F,false
60,MT_MOON_B1F,false
61,MT_MOON_B2F,false
62,CERULEAN_TRASHED_HOUSE,false
63,CERULEAN_TRADE_HOUSE,false
64,CERULEAN_POKECENTER,false
65,CERULEAN_GYM,false
66,BIKE_SHOP,false
67,CERULEAN_MART,false
68,MT_MOON_POKECENTER,false
69,CERULEAN_TRASHED_HOUSE_COPY,false
70,ROUTE_5_GATE,false
71,UNDERGROUND_PATH_ROUTE_5,false
72,DAYCARE,false
73,ROUTE_6_GATE,false
74,UNDERGROUND_PATH_ROUTE_6,false
75,UNDERGROUND_PATH_ROUTE_6_COPY,false
76,ROUTE_7_GATE,false
77,UNDERGROUND_PATH_ROUTE_7,false
78,UNDERGROUND_PATH_ROUTE_7_COPY,false
79,ROUTE_8_GATE,false
80,UNDERGROUND_PATH_ROUTE_8,false
81,ROCK_TUNNEL_POKECENTER,false
82,ROCK_TUNNEL_1F,false
83,POWER_PLANT,false
84,ROUTE_11_GATE_1F,false
85,DIGLETTS_CAVE_ROUTE_11,false
86,ROUTE_11_GATE_2F,false
87,ROUTE_12_GATE_1F,false
88,BILLS_HOUSE,false
89,VERMILION_POKECENTER,false
90,POKEMON_FAN_CLUB,false
91,VERMILION_MART,false
92,VERMILION_GYM,false
93,VERMILION_PIDGEY_HOUSE,false
94,VERMILION_DOCK,false
95,SS_ANNE_1F,false
96,SS_ANNE_2F,false
97,SS_ANNE_3F,false
98,SS_ANNE_B1F,false
99,SS_ANNE_BOW,false
100,SS_ANNE_KITCHEN,false
101,SS_ANNE_CAPTAINS_ROOM,false
102,SS_ANNE_1F_ROOMS,false
103,SS_ANNE_2F_ROOMS,false
104,SS_ANNE_B1F_ROOMS,false
105,UNUSED_MAP_69,true
106,UNUSED_MAP_6A,true
107,UNUSED_MAP_6B,true
108,VICTORY_ROAD_1F,false
109,UNUSED_MAP_6D,true
110,UNUSED_MAP_6E,true
111,UNUSED_MAP_6F,true
112,UNUSED_MAP_70,true
113,LANCES_ROOM,false
114,UNUSED_MAP_72,true
115,UNUSED_MAP_73,true
116,UNUSED_MAP_74,true
117,UNUSED_MAP_75,true
118,HALL_OF_FAME,false
119,UNDERGROUND_PATH_NORTH_SOUTH,false
120,CHAMPIONS_ROOM,false
121,UNDERGROUND_PATH_WEST_EAST,false
122,CELADON_MART_1F,false
123,CELADON_MART_2F,false
124,CELADON_MART_3F,false
125,CELADON_MART_4F,false
126,CELADON_MART_ROOF,false
127,CELADON_MART_ELEVATOR,false
128,CELADON_MANSION_1F,false
129,CELADON_MANSION_2F,false
130,CELADON_MANSION_3F,false
131,CELADON_MANSION_ROOF,false
132,CELADON_MANSION_ROOF_HOUSE,false
133,CELADON_POKECENTER,false
134,CELADON_GYM,false
135,GAME_CORNER,false
136,CELADON_MART_5F,false
137,GAME_CORNER_PRIZE_ROOM,false
138,CELADON_DINER,false
139,CELADON_CHIEF_HOUSE,false
140,CELADON_HOTEL,false
141,LAVENDER_POKECENTER,false
142,POKEMON_TOWER_1F,false
143,POKEMON_TOWER_2F,false
144,POKEMON_TOWER_3F,false
145,POKEMON_TOWER_4F,false
